timestamp,open,high,low,close,volume
1772409900000,65857.2,65885.7,65802.9,65855.2,12.982
1772409960000,65855.2,65861.3,65771.7,65809.2,9.301
1772410020000,65809.2,65962.7,65809.2,65955.6,12.492
1772410080000,65959.0,65994.7,65951.7,65959.0,19.786
1772410140000,65959.0,65987.9,65925.1,65987.2,14.457
1772410200000,65987.3,66179.7,65987.3,66087.5,39.918
1772410260000,66087.5,66127.6,66013.1,66027.6,27.759
1772410320000,66020.2,66042.1,65999.3,66004.4,12.008
1772410380000,66004.4,66039.7,66001.8,66008.3,7.169
1772410440000,65998.7,66023.4,65958.0,65958.0,4.285
1772410500000,65958.0,65958.0,65801.2,65817.6,29.090
1772410560000,65803.2,65812.2,65771.4,65811.4,13.637
1772410620000,65815.7,65852.9,65783.6,65825.1,9.757
1772410680000,65832.4,65895.5,65789.8,65863.7,5.510
1772410740000,65863.7,65892.1,65823.9,65892.1,6.748
1772410800000,65892.2,65941.5,65891.3,65905.0,10.508
1772410860000,65905.1,65905.1,65809.8,65816.8,7.648
1772410920000,65817.5,65917.5,65817.5,65891.8,4.978
1772410980000,65891.8,65945.7,65862.2,65935.3,6.127
1772411040000,65935.3,66011.4,65935.3,65985.0,10.369
1772411100000,65985.2,66015.7,65963.2,66015.7,6.619
1772411160000,66023.1,66035.6,65922.8,65929.5,8.328
1772411220000,65932.2,65958.1,65871.6,65875.7,10.915
1772411280000,65875.7,65883.5,65823.4,65849.0,11.540
1772411340000,65849.1,65918.2,65849.1,65902.6,9.562
1772411400000,65902.9,65933.8,65895.0,65933.8,4.955
1772411460000,65946.7,66000.0,65945.3,65989.5,5.153
1772411520000,65989.5,66080.0,65989.5,66047.5,10.604
1772411580000,66047.3,66077.2,65965.5,65979.6,13.933
1772411640000,65981.1,65986.7,65922.9,65958.2,6.815
1772411700000,65963.0,66039.9,65963.0,66038.0,6.386
1772411760000,66017.9,66063.2,66000.0,66014.2,9.027
1772411820000,66012.7,66062.7,66005.9,66060.1,8.369
1772411880000,66066.4,66122.8,66066.4,66103.0,11.704
1772411940000,66092.6,66139.8,66092.6,66097.4,11.715
1772412000000,66097.4,66113.9,66071.9,66106.8,10.105
1772412060000,66107.7,66121.3,66063.9,66101.0,7.962
1772412120000,66101.0,66143.8,66083.2,66100.0,9.742
1772412180000,66104.0,66231.0,66104.0,66219.1,25.990
1772412240000,66219.2,66561.9,66219.2,66555.4,33.640
1772412300000,66565.4,66757.8,66565.4,66616.1,87.952
1772412360000,66639.5,66639.5,66427.8,66450.8,39.487
1772412420000,66450.9,66557.2,66430.1,66477.2,29.654
1772412480000,66466.4,66587.3,66435.0,66535.2,23.547
1772412540000,66529.1,66538.7,66498.3,66536.3,15.335
1772412600000,66536.4,66538.1,66450.0,66463.5,18.669
1772412660000,66469.5,66550.0,66468.5,66528.3,12.765
1772412720000,66505.5,66697.1,66505.5,66573.5,25.624
1772412780000,66590.8,66627.9,66513.1,66524.7,22.109
1772412840000,66523.0,66566.5,66480.0,66511.4,8.005
1772412900000,66529.5,66539.9,66466.3,66518.7,8.604
1772412960000,66510.6,66570.7,66460.6,66479.5,7.100
1772413020000,66479.5,66507.4,66464.9,66490.1,8.497
1772413080000,66483.5,66519.9,66459.8,66515.9,6.185
1772413140000,66515.9,66515.9,66466.7,66472.7,8.157
1772413200000,66487.8,66521.6,66426.3,66463.3,16.270
1772413260000,66463.4,66514.0,66450.0,66503.4,9.462
1772413320000,66514.5,66603.8,66474.7,66500.9,10.701
1772413380000,66474.7,66476.5,66383.5,66405.2,10.900
1772413440000,66405.2,66553.5,66400.0,66519.6,9.011
1772413500000,66500.0,66527.2,66435.0,66442.2,11.446
1772413560000,66442.2,66447.1,66340.2,66376.3,12.465
1772413620000,66393.7,66557.6,66393.7,66557.6,12.709
1772413680000,66543.5,66746.8,66514.4,66737.4,15.959
1772413740000,66737.3,66744.6,66671.6,66707.9,25.066
1772413800000,66729.7,66888.0,66729.7,66855.5,36.667
1772413860000,66855.5,67031.9,66855.5,66895.1,66.996
1772413920000,66886.1,67000.5,66867.0,66966.1,29.818
1772413980000,66963.1,67021.2,66896.1,66922.0,13.472
1772414040000,66914.8,66914.8,66850.0,66892.1,11.147
1772414100000,66892.1,66904.1,66850.0,66904.0,11.475
1772414160000,66884.7,66970.8,66884.7,66932.0,12.815
1772414220000,66900.0,66900.0,66841.2,66842.3,12.151
1772414280000,66868.4,66868.4,66765.5,66772.4,18.075
1772414340000,66772.5,66821.8,66760.0,66773.3,14.718
1772414400000,66765.6,66766.4,66668.3,66693.0,19.200
1772414460000,66686.1,66692.7,66640.0,66640.0,12.875
1772414520000,66638.4,66650.8,66600.9,66643.2,8.616
1772414580000,66649.9,66699.9,66622.7,66676.0,12.259
1772414640000,66683.3,66683.3,66550.0,66550.1,10.204
1772414700000,66561.5,66593.9,66535.6,66560.2,9.890
1772414760000,66589.8,66599.9,66558.6,66594.1,6.223
1772414820000,66597.3,66614.2,66565.2,66600.0,5.655
1772414880000,66608.2,66609.3,66567.8,66597.0,6.021
1772414940000,66593.7,66593.7,66460.8,66522.3,11.762
1772415000000,66529.9,66599.9,66520.1,66599.9,10.341
1772415060000,66588.9,66618.8,66555.4,66575.6,8.593
1772415120000,66571.7,66620.2,66550.0,66593.1,8.929
1772415180000,66584.7,66614.9,66560.1,66567.9,4.505
1772415240000,66567.9,66599.9,66541.5,66565.0,4.922
1772415300000,66564.1,66610.7,66556.7,66572.2,4.710
1772415360000,66566.4,66592.5,66532.0,66592.5,4.634
1772415420000,66585.7,66585.7,66509.3,66509.3,4.759
1772415480000,66509.2,66572.5,66509.2,66557.6,8.290
1772415540000,66560.2,66592.3,66560.2,66592.3,3.339
1772415600000,66592.4,66661.0,66592.4,66647.1,5.357
1772415660000,66647.2,66651.4,66582.5,66610.9,3.882
1772415720000,66587.1,66611.9,66563.0,66583.8,2.847
1772415780000,66578.6,66603.6,66571.7,66594.6,1.803
1772415840000,66590.4,66590.4,66522.1,66544.4,3.535
1772415900000,66559.5,66567.8,66540.2,66552.1,4.334
1772415960000,66560.0,66566.8,66510.6,66565.2,3.098
1772416020000,66565.3,66584.0,66525.7,66525.7,4.306
1772416080000,66518.4,66529.3,66435.0,66445.4,8.074
